,State,Year,Quater,Pincode,User_count
344,ladakh,2019,1,194104,6985
345,ladakh,2019,2,194104,8074
346,ladakh,2019,3,194104,8972
347,ladakh,2019,4,194104,9875
348,ladakh,2020,1,194104,10826
349,ladakh,2020,2,194104,11904
350,ladakh,2020,3,194104,13038
351,ladakh,2020,4,194104,14355
352,ladakh,2021,1,194104,15511
353,ladakh,2021,2,194104,16585
354,ladakh,2021,3,194104,17813
355,ladakh,2021,4,194104,19007
356,ladakh,2022,1,194104,20154
357,ladakh,2022,2,194104,21222
358,ladakh,2022,3,194104,22353
359,ladakh,2022,4,194104,23418
360,lakshadweep,2018,1,682555,175
361,lakshadweep,2018,2,682555,246
362,lakshadweep,2018,3,682555,338
363,lakshadweep,2018,4,682555,429
364,lakshadweep,2019,1,682555,549
365,lakshadweep,2019,2,682555,685
366,lakshadweep,2019,3,682555,813
367,lakshadweep,2019,4,682555,923
368,lakshadweep,2020,1,682555,1032
369,lakshadweep,2020,2,682555,1178
370,lakshadweep,2020,3,682555,1334
371,lakshadweep,2020,4,682555,1530
372,lakshadweep,2021,1,682555,1664
373,lakshadweep,2021,2,682555,1780
374,lakshadweep,2021,3,682555,1914
375,lakshadweep,2021,4,682555,2037
376,lakshadweep,2022,1,682555,2165
377,lakshadweep,2022,2,682555,2279
378,lakshadweep,2022,3,682555,2391
379,lakshadweep,2022,4,682555,2520
380,madhya-pradesh,2018,1,452001,42977
381,madhya-pradesh,2018,2,452001,55837
382,madhya-pradesh,2018,3,452001,67243
383,madhya-pradesh,2018,4,452001,81206
384,madhya-pradesh,2019,1,452001,94894
385,madhya-pradesh,2019,2,452001,108587
386,madhya-pradesh,2019,3,452001,122796
387,madhya-pradesh,2019,4,452001,134323
388,madhya-pradesh,2020,1,482002,146207
389,madhya-pradesh,2020,2,482002,158954
390,madhya-pradesh,2020,3,482002,173274
391,madhya-pradesh,2020,4,482002,188460
392,madhya-pradesh,2021,1,482002,202915
393,madhya-pradesh,2021,2,482002,216522
394,madhya-pradesh,2021,3,482002,231582
395,madhya-pradesh,2021,4,482002,246911
396,madhya-pradesh,2022,1,482002,261115
397,madhya-pradesh,2022,2,482002,274815
398,madhya-pradesh,2022,3,482002,288913
399,madhya-pradesh,2022,4,482002,303133
400,maharashtra,2018,1,410501,55174
401,maharashtra,2018,2,410501,72841
402,maharashtra,2018,3,410501,91512
403,maharashtra,2018,4,421302,130390
404,maharashtra,2019,1,421302,164019
405,maharashtra,2019,2,421302,190214
406,maharashtra,2019,3,421302,217009
407,maharashtra,2019,4,421302,243170
408,maharashtra,2020,1,421302,270275
409,maharashtra,2020,2,421302,298762
410,maharashtra,2020,3,421302,328833
411,maharashtra,2020,4,421302,365506
412,maharashtra,2021,1,421302,396179
413,maharashtra,2021,2,421302,424376
414,maharashtra,2021,3,421302,456284
415,maharashtra,2021,4,421302,488443
416,maharashtra,2022,1,421302,518716
417,maharashtra,2022,2,421302,547501
418,maharashtra,2022,3,421302,577754
419,maharashtra,2022,4,421302,608005
420,manipur,2018,1,795004,5825
421,manipur,2018,2,795004,8370
422,manipur,2018,3,795004,10911
423,manipur,2018,4,795004,14342
424,manipur,2019,1,795004,16916
425,manipur,2019,2,795004,19706
426,manipur,2019,3,795004,22710
427,manipur,2019,4,795004,25471
428,manipur,2020,1,795004,28400
429,manipur,2020,2,795004,32442
430,manipur,2020,3,795004,37728
431,manipur,2020,4,795004,41917
432,manipur,2021,1,795004,45367
433,manipur,2021,2,795004,48527
434,manipur,2021,3,795004,52013
435,manipur,2021,4,795004,55504
436,manipur,2022,1,795004,58698
437,manipur,2022,2,795004,61814
438,manipur,2022,3,795004,65086
439,manipur,2022,4,795004,68237
440,meghalaya,2018,1,793001,2493
441,meghalaya,2018,2,793001,3410
442,meghalaya,2018,3,793001,4591
443,meghalaya,2018,4,793001,5880
444,meghalaya,2019,1,793001,7108
445,meghalaya,2019,2,793001,8597
446,meghalaya,2019,3,793001,10069
447,meghalaya,2019,4,793001,11243
448,meghalaya,2020,1,793001,12683
449,meghalaya,2020,2,793001,14552
450,meghalaya,2020,3,793001,16464
451,meghalaya,2020,4,793001,18247
452,meghalaya,2021,1,793001,19753
453,meghalaya,2021,2,793001,21124
454,meghalaya,2021,3,793001,22612
455,meghalaya,2021,4,793001,24127
456,meghalaya,2022,1,793001,25549
457,meghalaya,2022,2,793001,26896
458,meghalaya,2022,3,793001,28296
459,meghalaya,2022,4,793001,29682
460,mizoram,2018,1,796005,1339
461,mizoram,2018,2,796005,1779
462,mizoram,2018,3,796005,2357
463,mizoram,2018,4,796005,3120
464,mizoram,2019,1,796005,3769
465,mizoram,2019,2,796005,4439
466,mizoram,2019,3,796005,5357
467,mizoram,2019,4,796005,6157
468,mizoram,2020,1,796005,7161
469,mizoram,2020,2,796005,8374
470,mizoram,2020,3,796005,10284
471,mizoram,2020,4,796005,11766
472,mizoram,2021,1,796005,12750
473,mizoram,2021,2,796005,13677
474,mizoram,2021,3,796005,14719
475,mizoram,2021,4,796005,15729
476,mizoram,2022,1,796005,16682
477,mizoram,2022,2,796005,17564
478,mizoram,2022,3,796005,18512
479,mizoram,2022,4,796005,19398
480,nagaland,2018,1,797112,3362
481,nagaland,2018,2,797112,4838
482,nagaland,2018,3,797112,6815
483,nagaland,2018,4,797112,8894
484,nagaland,2019,1,797112,10884
485,nagaland,2019,2,797112,13452
486,nagaland,2019,3,797112,15905
487,nagaland,2019,4,797112,17953
488,nagaland,2020,1,797112,20343
489,nagaland,2020,2,797112,23618
490,nagaland,2020,3,797112,28305
491,nagaland,2020,4,797112,31403
492,nagaland,2021,1,797112,33978
493,nagaland,2021,2,797112,36359
494,nagaland,2021,3,797112,39088
495,nagaland,2021,4,797112,41813
496,nagaland,2022,1,797112,44337
497,nagaland,2022,2,797112,46784
498,nagaland,2022,3,797112,49392
499,nagaland,2022,4,797112,52003
500,odisha,2018,1,751024,20624
501,odisha,2018,2,751024,27037
502,odisha,2018,3,751024,32884
503,odisha,2018,4,751024,41412
504,odisha,2019,1,751024,48946
505,odisha,2019,2,751024,53902
506,odisha,2019,3,751024,59402
507,odisha,2019,4,751002,65273
508,odisha,2020,1,751002,69941
509,odisha,2020,2,751002,74717
510,odisha,2020,3,751002,80656
511,odisha,2020,4,751002,86879
512,odisha,2021,1,751002,92941
513,odisha,2021,2,751002,99150
514,odisha,2021,3,751002,106076
515,odisha,2021,4,751002,113032
516,odisha,2022,1,751002,119601
517,odisha,2022,2,751002,125902
518,odisha,2022,3,751002,132413
519,odisha,2022,4,751002,138929
520,puducherry,2018,1,605110,5295
521,puducherry,2018,2,605110,6941
522,puducherry,2018,3,605110,8620
523,puducherry,2018,4,605110,11531
524,puducherry,2019,1,605110,14136
525,puducherry,2019,2,605110,16837
526,puducherry,2019,3,605110,19211
527,puducherry,2019,4,605110,22470
528,puducherry,2020,1,605110,25687
529,puducherry,2020,2,605110,28750
530,puducherry,2020,3,605110,32402
531,puducherry,2020,4,605110,36516
532,puducherry,2021,1,605110,39705
533,puducherry,2021,2,605110,42482
534,puducherry,2021,3,605110,45619
535,puducherry,2021,4,605110,48727
536,puducherry,2022,1,605110,51639
537,puducherry,2022,2,605110,54423
538,puducherry,2022,3,605110,57334
539,puducherry,2022,4,605110,60161
540,punjab,2018,1,143001,43359
541,punjab,2018,2,143001,59405
542,punjab,2018,3,143001,76846
543,punjab,2018,4,143001,99483
544,punjab,2019,1,143001,119228
545,punjab,2019,2,143001,142830
546,punjab,2019,3,143001,163956
547,punjab,2019,4,143001,181854
548,punjab,2020,1,143001,202216
549,punjab,2020,2,143001,223933
550,punjab,2020,3,143001,247481
551,punjab,2020,4,143001,271907
552,punjab,2021,1,143001,293006
553,punjab,2021,2,143001,313340
554,punjab,2021,3,143001,335748
555,punjab,2021,4,143001,357742
556,punjab,2022,1,143001,378399
557,punjab,2022,2,143001,397926
558,punjab,2022,3,143001,418302
559,punjab,2022,4,143001,438058
560,rajasthan,2018,1,302012,68098
561,rajasthan,2018,2,302012,89071
562,rajasthan,2018,3,302012,107088
563,rajasthan,2018,4,302012,128747
564,rajasthan,2019,1,302012,152051
565,rajasthan,2019,2,302012,168578
566,rajasthan,2019,3,302012,185991
567,rajasthan,2019,4,302012,201766
568,rajasthan,2020,1,302012,217583
569,rajasthan,2020,2,302012,233663
570,rajasthan,2020,3,302012,253003
571,rajasthan,2020,4,302012,271971
572,rajasthan,2021,1,302012,292147
573,rajasthan,2021,2,302012,312285
574,rajasthan,2021,3,302012,335006
575,rajasthan,2021,4,302012,357814
576,rajasthan,2022,1,302012,379201
577,rajasthan,2022,2,302012,399537
578,rajasthan,2022,3,302012,420931
579,rajasthan,2022,4,302012,442071
580,sikkim,2018,1,737101,3490
581,sikkim,2018,2,737101,4767
582,sikkim,2018,3,737101,6302
583,sikkim,2018,4,737101,8184
584,sikkim,2019,1,737101,9811
585,sikkim,2019,2,737101,11751
586,sikkim,2019,3,737101,13584
587,sikkim,2019,4,737101,15223
588,sikkim,2020,1,737101,17139
589,sikkim,2020,2,737101,19227
590,sikkim,2020,3,737101,21525
591,sikkim,2020,4,737101,23744
592,sikkim,2021,1,737101,25663
593,sikkim,2021,2,737101,27441
594,sikkim,2021,3,737101,29396
595,sikkim,2021,4,737101,31343
596,sikkim,2022,1,737101,33157
597,sikkim,2022,2,737101,34848
598,sikkim,2022,3,737101,36580
599,sikkim,2022,4,737101,38348
600,tamil-nadu,2018,1,600100,19254
601,tamil-nadu,2018,2,600100,26004
602,tamil-nadu,2018,3,600100,32407
603,tamil-nadu,2018,4,600100,42866
604,tamil-nadu,2019,1,600100,51245
605,tamil-nadu,2019,2,600100,59144
606,tamil-nadu,2019,3,641602,66075
607,tamil-nadu,2019,4,641602,75544
608,tamil-nadu,2020,1,641602,85509
609,tamil-nadu,2020,2,641602,95158
610,tamil-nadu,2020,3,641602,107812
611,tamil-nadu,2020,4,641602,121857
612,tamil-nadu,2021,1,641602,132560
613,tamil-nadu,2021,2,641602,141899
614,tamil-nadu,2021,3,641602,152392
615,tamil-nadu,2021,4,641602,162911
616,tamil-nadu,2022,1,641602,172812
617,tamil-nadu,2022,2,641602,182250
618,tamil-nadu,2022,3,641602,192242
619,tamil-nadu,2022,4,641602,202276
620,telangana,2018,1,500072,105012
621,telangana,2018,2,500072,129543
622,telangana,2018,3,500072,152034
623,telangana,2018,4,500072,188465
624,telangana,2019,1,500072,221180
625,telangana,2019,2,500072,242007
626,telangana,2019,3,500072,261019
627,telangana,2019,4,500072,279498
628,telangana,2020,1,500072,296003
629,telangana,2020,2,500072,309469
630,telangana,2020,3,500072,328018
631,telangana,2020,4,500072,350832
632,telangana,2021,1,500072,375272
633,telangana,2021,2,500072,398987
634,telangana,2021,3,500072,425197
635,telangana,2021,4,500072,451595
636,telangana,2022,1,500072,476073
637,telangana,2022,2,500072,499269
638,telangana,2022,3,500072,523196
639,telangana,2022,4,500072,547282
640,tripura,2018,1,799001,5309
641,tripura,2018,2,799001,7739
642,tripura,2018,3,799001,10116
643,tripura,2018,4,799001,12625
644,tripura,2019,1,799001,14805
645,tripura,2019,2,799001,16798
646,tripura,2019,3,799001,18755
647,tripura,2019,4,799001,20197
648,tripura,2020,1,799001,21861
649,tripura,2020,2,799001,23830
650,tripura,2020,3,799001,26184
651,tripura,2020,4,799001,28351
652,tripura,2021,1,799001,30415
653,tripura,2021,2,799001,32443
654,tripura,2021,3,799001,34754
655,tripura,2021,4,799001,37053
656,tripura,2022,1,799001,39256
657,tripura,2022,2,799001,41385
658,tripura,2022,3,799001,43603
659,tripura,2022,4,799001,45881
660,uttar-pradesh,2018,1,201301,114625
661,uttar-pradesh,2018,2,201301,151073
662,uttar-pradesh,2018,3,201301,188664
663,uttar-pradesh,2018,4,201301,250205
664,uttar-pradesh,2019,1,201301,301260
665,uttar-pradesh,2019,2,201301,336709
666,uttar-pradesh,2019,3,201301,369425
667,uttar-pradesh,2019,4,201301,398548
668,uttar-pradesh,2020,1,201301,425915
669,uttar-pradesh,2020,2,201301,445271
670,uttar-pradesh,2020,3,201301,472490
671,uttar-pradesh,2020,4,201301,504506
672,uttar-pradesh,2021,1,201301,541127
673,uttar-pradesh,2021,2,201301,577428
674,uttar-pradesh,2021,3,201301,618043
675,uttar-pradesh,2021,4,201301,659549
676,uttar-pradesh,2022,1,201301,698600
677,uttar-pradesh,2022,2,201301,735907
678,uttar-pradesh,2022,3,201301,774591
679,uttar-pradesh,2022,4,201301,814008
680,uttarakhand,2018,1,248001,43810
681,uttarakhand,2018,2,248001,57987
682,uttarakhand,2018,3,248001,71108
683,uttarakhand,2018,4,248001,88106
684,uttarakhand,2019,1,248001,105135
685,uttarakhand,2019,2,248001,122387
686,uttarakhand,2019,3,248001,138990
687,uttarakhand,2019,4,248001,152499
688,uttarakhand,2020,1,248001,167128
689,uttarakhand,2020,2,248001,180405
690,uttarakhand,2020,3,248001,196414
691,uttarakhand,2020,4,248001,214162
692,uttarakhand,2021,1,248001,230378
693,uttarakhand,2021,2,248001,245790
694,uttarakhand,2021,3,248001,262855
695,uttarakhand,2021,4,248001,280017
696,uttarakhand,2022,1,248001,295984
697,uttarakhand,2022,2,248001,311271
698,uttarakhand,2022,3,248001,326983
699,uttarakhand,2022,4,248001,342610
700,west-bengal,2018,1,711101,19073
701,west-bengal,2018,2,711101,26613
702,west-bengal,2018,3,711101,33006
703,west-bengal,2018,4,711101,42834
704,west-bengal,2019,1,711101,51367
705,west-bengal,2019,2,711101,60136
706,west-bengal,2019,3,711101,67292
707,west-bengal,2019,4,711101,72920
708,west-bengal,2020,1,711101,78806
709,west-bengal,2020,2,711101,86422
710,west-bengal,2020,3,711101,93507
711,west-bengal,2020,4,711101,100995
712,west-bengal,2021,1,711101,108369
713,west-bengal,2021,2,711101,115675
714,west-bengal,2021,3,711101,123732
715,west-bengal,2021,4,711101,132051
716,west-bengal,2022,1,711101,139738
717,west-bengal,2022,2,711101,147152
718,west-bengal,2022,3,711101,154935
719,west-bengal,2022,4,711101,162816
